,Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Account No,Third Party Name,Amount,Risk Category
12392,454129843.0,8,4,3,11,,costacoffee,5.7,No Risk
12393,454129843.0,8,4,21,4,,starbucks,7.9,No Risk
12394,454129843.0,8,4,27,10,,costacoffee,5.05,No Risk
12395,454129843.0,8,4,28,7,,costacoffee,8.3,No Risk
12396,454129843.0,8,6,19,3,,lloydspharmacy,62.39,No Risk
12397,454129843.0,9,5,5,8,,sportsdirect,153.98,No Risk
12398,454129843.0,9,5,7,10,,sportsdirect,22.0,No Risk
12399,454129843.0,9,6,9,7,,blackwell's,10.98,No Risk
12400,454129843.0,10,5,4,11,,theworks,15.97,No Risk
12401,454129843.0,10,5,10,6,,blackwell's,31.95,No Risk
12402,454129843.0,10,5,11,3,,sportsdirect,31.99,No Risk
12403,454129843.0,10,5,12,8,,sportsdirect,66.98,No Risk
12404,454129843.0,10,5,15,7,,theworks,13.98,No Risk
12405,454129843.0,10,5,16,9,,sportsdirect,19.99,No Risk
12406,454129843.0,11,5,9,9,,looselyfitted,36.4,No Risk
12407,454129843.0,11,5,27,5,,sportsdirect,105.98,No Risk
12408,454129843.0,11,6,8,10,,sportsdirect,19.99,No Risk
12409,454129843.0,11,6,20,8,,sportsdirect,163.97,No Risk
12410,454129843.0,11,6,21,5,,theworks,29.96,No Risk
12411,454129843.0,11,6,22,1,,topshop,41.3,No Risk
12412,454129843.0,12,5,17,6,,fatface,55.3,No Risk
12413,454129843.0,12,6,18,6,,tesco,138.79,No Risk
12414,454129843.0,12,6,29,10,,matalan,8.39,No Risk
12415,454129843.0,13,6,16,7,,topshop,4.32,No Risk
12416,454129843.0,14,5,11,11,,topshop,87.49,No Risk
12417,454129843.0,14,5,17,6,,revella,83.3,No Risk
12418,454129843.0,14,6,22,10,,sportsdirect,15.98,No Risk
12419,454129843.0,14,6,29,10,,topshop,67.89,No Risk
12420,454129843.0,15,6,29,10,,looselyfitted,55.3,No Risk
12421,454129843.0,17,0,13,3,,theworks,14.98,No Risk
12422,454129843.0,17,0,20,11,,tesco,29.91,No Risk
12423,454129843.0,17,2,8,2,,reebok,129.98,No Risk
12424,454129843.0,17,2,8,11,,theworks,18.97,No Risk
12425,454129843.0,17,2,9,8,,topshop,70.69,No Risk
12426,454129843.0,17,4,1,12,,theworks,14.98,Low Risk
12427,454129843.0,17,4,19,5,,theworks,16.98,No Risk
12428,454129843.0,17,4,24,3,,theworks,26.96,No Risk
12429,454129843.0,18,0,6,3,,looselyfitted,128.09,No Risk
12430,454129843.0,18,0,9,10,,tesco,151.92,No Risk
12431,454356905.0,3,6,19,3,,sainsburylocal,4.91,No Risk
12432,454356905.0,4,0,27,11,,sainsbury,3.8,Low Risk
12433,454356905.0,5,6,13,8,,fittedstitch,46.96,No Risk
12434,454356905.0,6,1,12,9,,matalan,8.04,No Risk
12435,454356905.0,7,4,6,10,,deliveroo,38.45,No Risk
12436,454356905.0,7,5,23,9,,deliveroo,33.55,No Risk
12437,454356905.0,7,6,27,8,,boots,15.82,No Risk
12438,454356905.0,8,0,4,12,,looselyfitted,27.39,No Risk
12439,454356905.0,8,0,23,10,,amazon,10.05,No Risk
12440,454356905.0,8,2,20,9,,amazon,10.58,No Risk
12441,454356905.0,9,0,25,9,,fivesensesart,22.34,No Risk
12442,454356905.0,9,1,14,2,,fivesensesart,51.69,No Risk
12443,454356905.0,9,2,5,7,,fivesensesart,22.2,No Risk
12444,454356905.0,9,2,16,8,,matalan,1.34,No Risk
12445,454356905.0,9,2,18,1,,fivesensesart,13.48,No Risk
12446,454356905.0,9,2,24,5,,theworks,22.08,No Risk
12447,454356905.0,9,5,16,9,,fivesensesart,10.15,No Risk
12448,454356905.0,9,5,19,8,,theworks,37.26,No Risk
12449,454356905.0,9,6,2,7,,fivesensesart,50.49,No Risk
12450,454356905.0,9,6,7,5,,fivesensesart,60.58,No Risk
12451,454356905.0,10,0,13,3,,fivesensesart,8.02,No Risk
12452,454356905.0,10,1,14,11,,topshop,35.0,No Risk
12453,454356905.0,10,1,15,8,,fivesensesart,17.26,No Risk
12454,454356905.0,10,1,24,10,,amazon,36.39,No Risk
12455,454356905.0,10,2,3,5,,fivesensesart,56.32,No Risk
12456,454356905.0,10,2,20,9,,fivesensesart,52.82,No Risk
12457,454356905.0,10,4,14,7,,deliveroo,31.84,No Risk
12458,454356905.0,10,5,9,9,,fivesensesart,10.15,No Risk
12459,454356905.0,10,5,9,9,,selfridges,3.43,No Risk
12460,454356905.0,11,0,14,8,,fittedstitch,30.72,No Risk
12461,454356905.0,11,1,21,2,,sainsbury,36.0,No Risk
12462,454356905.0,11,2,7,6,,etsy,1.77,No Risk
12463,454356905.0,11,2,13,9,,lloydspharmacy,40.43,No Risk
12464,454356905.0,11,4,10,11,,amazon,3.92,No Risk
12465,454356905.0,11,4,12,5,,fivesensesart,80.78,No Risk
12466,454356905.0,11,6,12,3,,topshop,119.64,No Risk
12467,454356905.0,12,3,10,8,,topshop,107.79,No Risk
12468,454356905.0,12,5,19,8,,justeat,30.98,No Risk
12469,454356905.0,12,5,22,7,,deliveroo,34.65,No Risk
12470,454356905.0,12,6,5,11,,etsy,20.92,No Risk
12471,454356905.0,13,6,20,8,,justeat,42.54,No Risk
12472,454356905.0,13,6,28,5,,topshop,260.37,No Risk
12473,454356905.0,13,6,29,10,,justeat,32.09,No Risk
12474,454356905.0,14,6,30,4,,topshop,67.89,No Risk
12475,454356905.0,15,5,25,11,,tesco,10.7,No Risk
12476,454356905.0,15,6,9,4,,deliveroo,30.39,No Risk
12477,454356905.0,16,5,23,9,,fivesensesart,2.03,No Risk
12478,454356905.0,16,6,8,1,,topshop,33.38,No Risk
12479,454356905.0,16,6,10,9,,revella,10.54,No Risk
12480,454356905.0,17,6,7,5,,sainsburylocal,14.22,No Risk
12481,454356905.0,17,6,28,5,,fivesensesart,80.77,No Risk
12482,454356905.0,17,6,30,4,,topshop,103.6,No Risk
12483,454356905.0,18,5,30,9,,topshop,167.26,No Risk
12484,454356905.0,21,1,29,8,,deliveroo,34.54,No Risk
12485,454356905.0,21,2,1,11,,justeat,38.79,Medium Risk
12486,454356905.0,21,4,24,3,,justeat,33.2,No Risk
12487,455052690.0,3,1,29,8,,justeat,19.04,Low Risk
12488,455052690.0,4,0,26,6,,deliveroo,30.69,Low Risk
12489,455052690.0,8,1,27,6,,tesco,140.87,No Risk
12490,455052690.0,9,1,1,8,,fivesensesart,49.99,No Risk
12491,455052690.0,9,3,1,6,,theworks,66.91,No Risk
12492,455052690.0,9,5,1,4,,theworks,61.91,No Risk
12493,455052690.0,10,3,1,6,,sportsdirect,29.99,No Risk
12494,455052690.0,10,4,6,1,,sportsdirect,30.99,No Risk
12495,455052690.0,12,0,24,7,,tesco,85.81,No Risk
12496,455052690.0,12,5,21,1,,revella,189.64,No Risk
12497,455052690.0,12,6,15,1,,tesco,140.13,No Risk
12498,455052690.0,13,0,5,6,,sportsdirect,54.97,No Risk
12499,455052690.0,13,4,1,12,,tesco,109.28,No Risk
12500,455052690.0,13,4,28,7,,tesco,86.25,No Risk
12501,455052690.0,13,5,21,1,,revella,48.29,No Risk
12502,455052690.0,13,6,3,9,,tesco,166.4,No Risk
12503,455052690.0,14,0,27,11,,tesco,86.04,No Risk
12504,455052690.0,17,1,4,7,,tesco,161.57,No Risk
12505,455052690.0,18,3,5,10,,tesco,45.32,No Risk
12506,455052690.0,18,5,7,10,,tesco,48.87,No Risk
12507,455052690.0,19,0,13,3,,tesco,82.66,No Risk
12508,455831435.0,5,2,12,7,,justeat,46.54,No Risk
12509,455831435.0,8,4,2,6,,tesco,129.22,No Risk
12510,455831435.0,8,4,13,10,,tesco,12.81,No Risk
12511,455831435.0,8,5,1,4,,tesco,143.28,No Risk
12512,455831435.0,8,5,16,9,,tesco,141.49,No Risk
12513,455831435.0,9,0,16,1,,theworks,21.96,No Risk
12514,455831435.0,9,0,23,10,,tesco,49.16,No Risk
12515,455831435.0,9,2,1,2,,theworks,9.99,No Risk
12516,455831435.0,10,2,1,2,,sportsdirect,59.98,No Risk
12517,455831435.0,10,2,8,2,,blackwell's,20.97,No Risk
12518,455831435.0,10,4,10,2,,matalan,99.0,No Risk
12519,455831435.0,10,6,11,6,,tesco,88.96,No Risk
12520,455831435.0,12,5,14,1,,matalan,75.0,No Risk
12521,455831435.0,12,6,15,10,,tesco,20.89,Low Risk
12522,455831435.0,12,6,29,1,,tesco,79.54,Low Risk
12523,455831435.0,13,0,1,5,,tesco,107.09,Medium Risk
12524,455831435.0,13,0,13,3,,tesco,95.48,No Risk
12525,455831435.0,14,1,7,3,,tesco,98.07,No Risk
12526,455831435.0,20,1,5,12,,tesco,48.07,Low Risk
12527,456221621.0,3,1,31,10,,deliveroo,10.29,Low Risk
12528,456221621.0,6,2,9,8,,justeat,16.29,No Risk
12529,456221621.0,7,1,17,1,,justeat,15.45,No Risk
12530,456221621.0,7,6,6,8,,kewhouse,230.0,No Risk
12531,456221621.0,8,0,2,10,,coffee#1,5.65,No Risk
12532,456221621.0,8,1,7,2,,coffee#1,5.9,No Risk
12533,456221621.0,8,1,7,3,,starbucks,5.35,No Risk
12534,456221621.0,8,1,14,2,,costacoffee,5.7,No Risk
12535,456221621.0,10,6,7,5,,matalan,70.0,No Risk
12536,456221621.0,10,6,8,1,,sportsdirect,49.99,No Risk
12537,456221621.0,11,5,11,2,,sportsdirect,49.99,No Risk
12538,456221621.0,11,6,6,8,,sportsdirect,5.99,No Risk
12539,456221621.0,11,6,7,5,,matalan,30.0,No Risk
12540,456221621.0,12,6,14,5,,tesco,35.43,No Risk
12541,456221621.0,15,6,5,3,,topshop,62.0,No Risk
12542,456221621.0,15,6,15,10,,tesco,48.45,No Risk
12543,456221621.0,15,6,22,10,,topshop,170.5,No Risk
12544,456221621.0,16,0,23,1,,tesco,82.49,No Risk
12545,456221621.0,16,1,7,2,,deliveroo,16.79,No Risk
12546,456221621.0,16,2,14,6,,tesco,53.0,No Risk
12547,456221621.0,16,3,2,11,,tesco,98.47,No Risk
12548,456221621.0,16,4,1,9,,sportsdirect,70.98,No Risk
12549,456221621.0,16,4,24,2,,sportsdirect,19.99,No Risk
12550,456221621.0,16,6,10,9,,sportsdirect,56.99,No Risk
12551,456221621.0,17,1,6,6,,tesco,68.31,No Risk
12552,456221621.0,17,2,22,3,,sportsdirect,29.98,No Risk
12553,456221621.0,17,2,28,6,,tesco,79.61,No Risk
12554,456221621.0,17,3,9,2,,amazon,9.13,No Risk
12555,456221621.0,17,3,11,5,,tesco,43.03,No Risk
12556,456221621.0,17,3,14,9,,matalan,245.5,No Risk
12557,456221621.0,17,4,1,12,,sportsdirect,54.97,No Risk
12558,456221621.0,18,2,15,11,,tesco,61.65,No Risk
12559,456221621.0,18,2,21,6,,deliveroo,20.15,No Risk
12560,456221621.0,18,4,25,8,,tesco,80.11,No Risk
12561,456221621.0,19,3,6,4,,tesco,75.84,No Risk
12562,456221621.0,20,1,18,4,,justeat,15.78,No Risk
12563,456246119.0,6,3,23,11,,fatface,38.0,No Risk
12564,456246119.0,9,0,2,1,,fivesensesart,59.98,No Risk
12565,456246119.0,9,0,26,6,,fivesensesart,14.99,No Risk
12566,456246119.0,9,1,23,5,,tesco,62.08,No Risk
12567,456246119.0,9,3,16,2,,stitchbystitch,14.97,No Risk
12568,456246119.0,10,0,3,4,,tesco,167.22,No Risk
12569,456246119.0,10,1,13,6,,sportsdirect,174.98,No Risk
12570,456246119.0,10,1,19,9,,stitchbystitch,11.0,No Risk
12571,456246119.0,10,3,7,9,,fivesensesart,79.98,No Risk
12572,456246119.0,10,3,25,5,,stitchbystitch,3.98,No Risk
12573,456246119.0,10,3,28,9,,selfridges,208.6,High Risk
12574,456246119.0,10,4,14,4,,matalan,84.69,No Risk
12575,456246119.0,10,4,14,4,,topshop,243.59,No Risk
12576,456246119.0,10,4,17,2,,fatface,173.6,No Risk
12577,456246119.0,10,4,17,2,,topshop,146.26,No Risk
12578,456246119.0,10,6,16,4,,fivesensesart,6.99,No Risk
12579,456246119.0,10,6,29,10,,fivesensesart,79.98,No Risk
12580,456246119.0,10,6,30,4,,wool,11.0,No Risk
12581,456246119.0,11,1,14,11,,fivesensesart,56.98,No Risk
12582,456246119.0,11,1,14,11,,sportsdirect,57.0,No Risk
12583,456246119.0,11,5,23,9,,sportsdirect,99.99,No Risk
12584,456246119.0,11,5,25,3,,stitchbystitch,5.0,No Risk
12585,456246119.0,11,6,7,5,,stitchbystitch,5.97,No Risk
12586,456246119.0,11,6,26,2,,sportsdirect,50.0,No Risk
12587,456246119.0,12,2,28,6,,wool,2.5,No Risk
12588,456246119.0,12,3,9,11,,boots,15.59,No Risk
12589,456246119.0,12,4,7,4,,sportsdirect,84.98,No Risk
12590,456246119.0,12,4,17,2,,selfridges,166.57,No Risk
12591,456246119.0,13,5,16,9,,lloydspharmacy,15.21,No Risk
12592,456246119.0,13,6,15,10,,sportsdirect,99.99,No Risk
12593,456246119.0,17,6,15,1,,thecrown,5.2,No Risk
12594,456246119.0,18,6,12,2,,sainsbury,19.31,No Risk
12595,456246119.0,18,6,15,1,,thecrown,7.5,No Risk
12596,460463595.0,3,2,1,11,,deliveroo,49.24,No Risk
12597,460463595.0,4,2,7,6,,deliveroo,37.16,No Risk
12598,460463595.0,9,2,4,1,,gamestation,79.98,No Risk
12599,460463595.0,9,2,19,4,,tesco,158.38,No Risk
12600,460463595.0,10,4,11,8,,topshop,228.17,No Risk
12601,460463595.0,10,5,1,4,,theworks,27.05,No Risk
12602,460463595.0,11,6,19,2,,topshop,81.89,No Risk
12603,460463595.0,12,0,7,8,,justeat,24.78,No Risk
12604,460463595.0,12,2,3,5,,deliveroo,41.24,No Risk
12605,460463595.0,13,2,12,4,,tesco,118.08,No Risk
12606,460463595.0,13,6,3,9,,deliveroo,32.88,No Risk
12607,460463595.0,14,2,12,4,,matalan,172.89,No Risk
12608,460463595.0,14,5,7,1,,gamestation,49.99,No Risk
12609,460463595.0,15,2,21,6,,tesco,123.19,No Risk
12610,460463595.0,18,0,31,7,,deliveroo,41.23,No Risk
12611,460463595.0,18,3,13,7,,justeat,48.35,No Risk
12612,460463595.0,18,3,26,1,,justeat,44.3,No Risk
12613,460463595.0,18,6,23,4,,deliveroo,41.18,No Risk
12614,460463595.0,19,0,19,6,,deliveroo,44.74,No Risk
12615,461029994.0,4,4,29,9,,etsy,4.15,Low Risk
12616,461029994.0,5,1,31,10,,boots,16.92,No Risk
12617,461029994.0,7,6,28,5,,revella,8.91,No Risk
12618,461029994.0,9,0,6,3,,brilliantbrushes,19.99,No Risk
12619,461029994.0,9,1,13,6,,fivesensesart,70.97,No Risk
12620,461029994.0,9,1,15,8,,tesco,31.21,No Risk
12621,461029994.0,9,1,28,2,,fivesensesart,51.98,No Risk
12622,461029994.0,9,2,12,4,,brilliantbrushes,31.48,No Risk
12623,461029994.0,9,2,18,10,,tesco,33.03,No Risk
12624,461029994.0,9,2,19,7,,tesco,58.16,No Risk
12625,461029994.0,9,2,26,7,,brilliantbrushes,9.99,No Risk
12626,461029994.0,9,3,25,5,,fivesensesart,19.99,No Risk
12627,461029994.0,9,5,24,6,,brilliantbrushes,6.99,No Risk
12628,461029994.0,9,6,19,3,,brilliantbrushes,32.99,No Risk
12629,461029994.0,10,6,26,3,,fivesensesart,99.98,No Risk
12630,461029994.0,11,0,1,5,,brilliantbrushes,29.99,No Risk
12631,461029994.0,11,0,11,9,,reebok,49.98,No Risk
12632,461029994.0,11,0,19,6,,sportsdirect,119.98,No Risk
12633,461029994.0,12,0,16,10,,sportsdirect,35.0,No Risk
12634,461029994.0,12,0,26,6,,fivesensesart,5.99,No Risk
12635,461029994.0,13,6,27,8,,topshop,264.59,Medium Risk
12636,461029994.0,14,0,4,9,,fatface,175.64,No Risk
12637,461029994.0,14,6,5,2,,reebok,29.98,No Risk
12638,461029994.0,14,6,12,11,,amazon,6.86,No Risk
12639,461029994.0,15,0,16,10,,brilliantbrushes,35.98,No Risk
12640,461029994.0,15,6,5,3,,kingsarms,9.5,No Risk
12641,461029994.0,16,0,20,3,,tesco,54.76,No Risk
12642,461029994.0,16,6,19,2,,matalan,94.99,No Risk
12643,461029994.0,16,6,19,2,,topshop,32.97,No Risk
12644,461029994.0,18,1,4,7,,hobbylobby,23.97,No Risk
12645,461029994.0,18,1,10,10,,hobbylobby,28.97,No Risk
12646,461029994.0,18,2,20,9,,sainsbury,47.95,No Risk
12647,461029994.0,18,4,25,8,,hobbylobby,14.48,No Risk
12648,461029994.0,19,2,9,8,,lloydspharmacy,48.34,No Risk
12649,461029994.0,19,3,6,4,,tesco,35.09,No Risk
12650,461029994.0,19,4,16,6,,tesco,85.57,No Risk
12651,461029994.0,20,1,11,7,,tesco,88.4,No Risk
12652,461029994.0,20,2,29,11,,tesco,56.5,No Risk
12653,461029994.0,20,4,3,3,,tesco,33.21,No Risk
12654,461029994.0,20,4,6,1,,sainsbury,74.01,No Risk
12655,461029994.0,20,5,8,4,,tesco,77.18,No Risk
12656,461990622.0,2,1,10,10,,amazon,2.0,No Risk
12657,461990622.0,2,3,9,11,,matalan,61.84,No Risk
12658,461990622.0,2,5,18,11,,selfridges,2.38,No Risk
12659,461990622.0,3,0,4,12,,sainsburylocal,9.5,No Risk
12660,461990622.0,5,0,27,11,,fittedstitch,31.94,No Risk
12661,461990622.0,5,3,11,5,,justeat,19.44,No Risk
12662,461990622.0,5,6,8,10,,tesco,49.17,No Risk
12663,461990622.0,5,6,13,8,,looselyfitted,0.26,No Risk
12664,461990622.0,6,0,30,10,,lloydspharmacy,12.69,No Risk
12665,461990622.0,6,3,23,11,,topshop,12.66,No Risk
12666,461990622.0,7,0,9,10,,boots,16.34,No Risk
12667,461990622.0,8,2,18,10,,cooplocal,9.98,No Risk
12668,461990622.0,9,5,14,10,,fatface,285.6,No Risk
12669,461990622.0,9,5,25,3,,gamestation,99.98,No Risk
12670,461990622.0,9,6,29,10,,amazon,64.94,No Risk
12671,461990622.0,10,5,16,9,,amazon,1.18,No Risk
12672,461990622.0,10,5,18,3,,topshop,208.0,No Risk
12673,461990622.0,10,6,16,4,,topshop,418.0,High Risk
12674,461990622.0,11,5,14,10,,fatface,188.3,No Risk
12675,461990622.0,11,5,14,10,,revella,128.1,No Risk
12676,461990622.0,13,5,18,3,,topshop,256.0,No Risk
12677,461990622.0,13,6,23,7,,amazon,5.05,No Risk
12678,461990622.0,14,5,18,11,,topshop,271.6,No Risk
12679,461990622.0,15,5,18,3,,fatface,84.0,No Risk
12680,461990622.0,15,6,16,4,,fatface,119.0,No Risk
12681,461990622.0,15,6,16,4,,topshop,117.5,No Risk
12682,461990622.0,17,4,3,2,,sportsdirect,169.97,No Risk
12683,461990622.0,17,5,14,10,,fatface,154.0,No Risk
12684,461990622.0,17,5,18,3,,fatface,197.5,No Risk
12685,461990622.0,18,2,10,5,,fatface,94.5,No Risk
12686,461990622.0,18,2,10,5,,topshop,209.0,No Risk
12687,461990622.0,19,1,7,3,,tesco,105.81,No Risk
12688,461990622.0,19,1,30,5,,boots,36.7,No Risk
12689,461990622.0,19,3,4,5,,revella,15.3,No Risk
12690,461990622.0,20,5,27,5,,tesco,99.63,No Risk
12691,461990622.0,21,6,17,9,,etsy,24.11,No Risk
12692,462962606.0,5,3,3,8,,justeat,35.19,No Risk
12693,462962606.0,9,0,31,7,,tesco,50.26,No Risk
12694,462962606.0,9,3,23,2,,blackwell's,20.97,No Risk
12695,462962606.0,10,3,21,9,,blackwell's,10.98,No Risk
12696,462962606.0,10,3,22,6,,blackwell's,33.95,No Risk
12697,462962606.0,10,3,31,8,,sportsdirect,25.0,No Risk
12698,462962606.0,11,4,8,9,,blackwell's,9.99,No Risk
12699,462962606.0,12,4,17,3,,blackwell's,16.98,No Risk
12700,462962606.0,13,3,9,3,,blackwell's,4.99,No Risk
12701,462962606.0,13,3,11,5,,sportsdirect,61.98,No Risk
12702,462962606.0,14,3,23,11,,sportsdirect,45.08,No Risk
12703,462962606.0,14,3,28,9,,tesco,50.95,No Risk
12704,462962606.0,15,3,9,11,,revella,106.39,No Risk
12705,462962606.0,17,1,11,7,,theworks,30.96,No Risk
12706,462962606.0,17,1,18,7,,theworks,6.99,No Risk
12707,462962606.0,17,1,23,5,,sportsdirect,19.99,No Risk
12708,462962606.0,17,2,18,10,,sportsdirect,70.98,No Risk
12709,462962606.0,17,4,22,9,,tesco,41.94,No Risk
12710,462962606.0,17,5,1,7,,theworks,22.96,No Risk
12711,462962606.0,17,5,15,7,,sportsdirect,54.98,No Risk
12712,462962606.0,17,6,3,9,,theworks,6.99,No Risk
12713,462962606.0,20,2,19,7,,deliveroo,34.89,No Risk
12714,466649401.0,3,5,2,9,,amazon,10.78,Low Risk
12715,466649401.0,7,2,8,2,,boots,50.01,No Risk
12716,466649401.0,8,1,18,7,,tesco,83.89,No Risk
12717,466649401.0,9,1,14,2,,tesco,28.71,No Risk
12718,466649401.0,9,5,30,9,,fittedstitch,11.69,No Risk
12719,466649401.0,10,6,8,1,,sportsdirect,62.99,No Risk
12720,466649401.0,10,6,15,10,,wool,54.95,No Risk
12721,466649401.0,11,5,11,2,,sportsdirect,22.0,No Risk
12722,466649401.0,11,6,2,7,,stitchbystitch,32.97,No Risk
12723,466649401.0,12,5,2,9,,sportsdirect,54.98,No Risk
12724,466649401.0,12,5,11,2,,fatface,27.98,No Risk
12725,466649401.0,13,6,12,11,,tesco,130.55,No Risk
12726,466649401.0,14,5,7,10,,tesco,119.74,No Risk
12727,466649401.0,14,5,17,6,,sportsdirect,19.99,No Risk
12728,466649401.0,15,6,22,10,,tesco,172.61,No Risk
12729,466649401.0,15,6,30,4,,sportsdirect,9.99,No Risk
12730,466649401.0,16,5,1,7,,sportsdirect,22.0,No Risk
12731,466649401.0,16,5,4,3,,sportsdirect,71.99,No Risk
12732,466649401.0,17,1,1,8,,matalan,75.48,No Risk
12733,466649401.0,17,2,6,9,,hobbylobby,24.0,No Risk
12734,466649401.0,17,4,7,4,,gamestation,99.98,No Risk
12735,466649401.0,17,5,6,5,,fittedstitch,59.0,No Risk
12736,466649401.0,17,5,11,3,,selfridges,145.99,No Risk
12737,466649401.0,18,2,1,2,,hobbylobby,26.97,No Risk
12738,466649401.0,18,2,25,1,,tesco,69.39,No Risk
12739,466649401.0,18,3,31,8,,hobbylobby,23.97,No Risk
12740,466649401.0,19,1,12,9,,tesco,40.42,No Risk
12741,466649401.0,19,1,13,6,,tesco,52.03,No Risk
12742,466649401.0,19,4,4,8,,tesco,135.9,No Risk
12743,466649401.0,20,0,22,5,,tesco,119.4,No Risk
12744,466649401.0,20,0,26,6,,tesco,93.01,No Risk
12745,466649401.0,20,2,1,3,,amazon,32.11,No Risk
12746,467207141.0,8,0,2,10,,tesco,115.57,No Risk
12747,467207141.0,8,0,15,5,,tesco,66.57,No Risk
12748,467207141.0,8,1,28,3,,tesco,93.69,No Risk
12749,467207141.0,8,2,3,5,,coffee#1,4.75,No Risk
12750,467207141.0,8,2,10,5,,coffee#1,5.7,No Risk
12751,467207141.0,8,2,14,6,,coffee#1,6.85,No Risk
12752,467207141.0,8,2,19,7,,coffee#1,5.65,No Risk
12753,467207141.0,8,3,8,6,,coffee#1,6.4,No Risk
12754,467207141.0,8,3,13,7,,coffee#1,5.35,No Risk
12755,467207141.0,8,4,3,3,,coffee#1,5.0,No Risk
12756,467207141.0,8,4,6,1,,starbucks,5.95,No Risk
12757,467207141.0,9,0,2,10,,revella,109.5,No Risk
12758,467207141.0,10,0,6,2,,gamestation,49.99,No Risk
12759,467207141.0,10,0,24,7,,sportsdirect,25.0,No Risk
12760,467207141.0,10,1,22,8,,sportsdirect,31.99,No Risk
12761,467207141.0,14,0,24,4,,matalan,64.5,No Risk
12762,467207141.0,16,0,2,10,,topshop,54.5,No Risk
12763,467207141.0,16,2,1,2,,cex,59.98,No Risk
12764,467207141.0,16,2,1,2,,sportsdirect,40.98,No Risk
12765,467207141.0,16,3,2,11,,sportsdirect,166.98,No Risk
12766,467207141.0,16,3,28,9,,tesco,55.04,No Risk
12767,467207141.0,16,5,3,6,,sportsdirect,19.99,No Risk
12768,467207141.0,16,5,20,5,,tesco,89.24,No Risk
12769,467207141.0,16,6,28,5,,sportsdirect,119.98,No Risk
12770,467207141.0,17,1,20,6,,sportsdirect,50.98,No Risk
12771,467207141.0,17,2,14,6,,tesco,148.97,No Risk
12772,467207141.0,17,3,2,3,,tesco,121.3,No Risk
12773,467207141.0,17,3,9,11,,matalan,202.0,No Risk
12774,467207141.0,17,4,10,11,,tesco,36.05,No Risk
12775,467207141.0,17,5,7,1,,matalan,119.5,No Risk
12776,467207141.0,17,5,23,9,,matalan,199.5,No Risk
12777,467207141.0,18,6,17,9,,justeat,20.19,No Risk
12778,467207141.0,19,3,25,5,,tesco,116.41,No Risk
12779,467207141.0,20,2,18,1,,tesco,82.37,No Risk
12780,469330905.0,9,0,9,10,,reebok,94.97,No Risk
12781,469330905.0,9,1,24,1,,gamestation,19.99,No Risk
12782,469330905.0,9,3,9,3,,reebok,30.99,No Risk
12783,469330905.0,9,6,2,7,,revella,115.49,No Risk
12784,469330905.0,10,4,12,5,,reebok,22.0,No Risk
12785,469330905.0,11,3,3,8,,fatface,112.66,No Risk
12786,469330905.0,11,5,6,5,,matalan,102.19,No Risk
12787,469330905.0,12,5,4,2,,matalan,53.19,No Risk
12788,469330905.0,12,5,25,2,,starbucks,3.6,No Risk
12789,469330905.0,13,3,3,8,,topshop,127.37,No Risk
12790,469330905.0,13,4,19,5,,fatface,58.07,No Risk
12791,469330905.0,13,6,2,7,,topshop,234.49,No Risk
12792,469330905.0,14,4,3,11,,selfridges,8.89,No Risk
12793,469330905.0,15,1,10,1,,cex,99.98,No Risk
12794,469330905.0,15,1,12,9,,topshop,173.56,No Risk
12795,469330905.0,15,2,11,1,,matalan,77.69,No Risk
12796,469330905.0,15,4,19,5,,revella,15.37,No Risk
12797,469330905.0,16,2,11,1,,matalan,97.26,No Risk
12798,469330905.0,16,6,2,7,,matalan,95.2,No Risk
12799,469330905.0,16,6,2,7,,topshop,63.69,No Risk
12800,469330905.0,17,1,12,9,,topshop,199.46,No Risk
12801,469330905.0,17,2,11,1,,topshop,176.39,No Risk
12802,469330905.0,17,4,19,5,,topshop,153.27,No Risk
12803,469330905.0,17,6,2,7,,matalan,188.99,No Risk
12804,469330905.0,18,5,21,10,,topshop,113.39,No Risk
12805,469561218.0,8,1,3,1,,tesco,76.97,No Risk
12806,469561218.0,8,3,13,7,,tesco,96.9,No Risk
12807,469561218.0,8,4,14,4,,tesco,55.62,No Risk
12808,469561218.0,8,4,17,2,,tesco,121.97,No Risk
12809,469561218.0,8,4,27,1,,tesco,140.89,No Risk
12810,469561218.0,9,2,4,1,,revella,79.0,No Risk
12811,469561218.0,10,3,5,1,,sportsdirect,19.99,No Risk
12812,469561218.0,10,6,30,4,,cassart,9.99,No Risk
12813,469561218.0,13,0,4,9,,tesco,62.42,No Risk
12814,469561218.0,13,1,10,1,,gamestation,29.99,No Risk
12815,469561218.0,13,1,31,1,,cassart,74.97,No Risk
12816,469561218.0,18,1,26,9,,tesco,33.88,No Risk
12817,469561218.0,18,3,20,4,,tesco,118.0,No Risk
12818,469561218.0,18,3,22,6,,tesco,159.08,No Risk
12819,469561218.0,18,6,28,5,,justeat,25.94,No Risk
12820,469561218.0,19,0,31,7,,tesco,96.46,Low Risk
12821,469561218.0,19,5,5,8,,tesco,38.06,No Risk
12822,471897866.0,0,0,10,4,,looselyfitted,7.18,Low Risk
12823,471897866.0,0,0,17,7,,lloydspharmacy,19.59,No Risk
12824,471897866.0,0,0,25,9,,sainsbury,50.23,No Risk
