,Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Account No,Third Party Name,Amount,Risk Category
98025,382862215.0,23,2,31,5,,squareonix,12.99,No Risk
47415,455831435.0,14,1,7,3,,tesco,98.07,No Risk
114518,474301748.0,23,4,30,6,,netflix,15.99,No Risk
192096,601627384.0,3,5,21,10,,deliveroo,46.38,No Risk
5971,338022396.0,10,0,2,1,,sportsdirect,64.99,No Risk
4627,648644594.0,0,6,1,1,,netflix,15.99,No Risk
68135,108931112.0,9,5,15,4,,brilliantbrushes,18.97,No Risk
122682,586315521.0,11,6,9,7,,looselyfitted,70.0,No Risk
25315,261894284.0,23,1,31,1,,netflix,15.99,No Risk
225877,938992364.0,14,4,1,12,,jdsports,35.03,No Risk
138181,713910252.0,23,0,31,7,,netflix,15.99,No Risk
18106,970298834.0,11,3,26,1,,matalan,146.29,No Risk
47353,536924114.0,10,1,7,3,,sportsdirect,121.99,No Risk
58775,203466392.0,23,4,31,3,,squareonix,12.99,No Risk
154501,552980092.0,12,3,31,8,,sportsdirect,12.99,No Risk
37314,235663459.0,13,5,25,2,,fatface,151.89,No Risk
57218,858989281.0,18,4,31,3,,deliveroo,10.49,No Risk
130457,441274121.0,9,2,26,7,,coffee#1,7.15,No Risk
229134,366477356.0,18,2,6,12,,topshop,122.5,No Risk
50074,224524792.0,8,1,14,3,,tesco,60.53,No Risk
195914,315546581.0,10,5,28,10,,hobbycraft,9.01,No Risk
221661,624500124.0,23,3,30,11,,blizzard,14.99,No Risk
140225,786141370.0,18,3,3,8,,matalan,169.0,No Risk
34684,408057540.0,14,5,18,2,,deliveroo,37.14,No Risk
147471,809499628.0,3,4,18,8,,justeat,21.15,No Risk
173812,687135796.0,11,2,27,9,,theworks,31.07,No Risk
187713,245690309.0,17,3,12,10,,fivesensesart,61.54,Low Risk
176169,480557476.0,13,5,30,9,,starbucks,5.65,No Risk
62554,208381936.0,13,5,1,4,,matalan,201.48,No Risk
101089,572136270.0,13,0,5,6,,tesco,60.18,No Risk
178118,874431242.0,23,5,30,9,,xbox,7.0,No Risk
160871,131388684.0,14,5,2,9,,matalan,63.0,No Risk
166627,285220959.0,4,2,13,9,,fatface,0.74,No Risk
70565,818552503.0,8,4,21,4,,tesco,199.36,No Risk
190749,809499628.0,6,2,18,10,,justeat,18.9,No Risk
32548,970298834.0,11,0,13,2,,sportsdirect,25.02,No Risk
216410,822250278.0,6,4,24,11,,justeat,27.24,No Risk
45726,423208402.0,18,4,3,3,,tesco,78.94,No Risk
16543,383345285.0,14,6,22,1,,reebok,40.99,No Risk
147876,213096759.0,19,4,18,8,,tesco,126.29,No Risk
122766,899983008.0,13,6,9,7,,tesco,32.16,No Risk
203976,986267641.0,18,2,1,11,,matalan,9.37,No Risk
87657,305778936.0,8,3,18,5,,fatface,17.25,No Risk
61647,147508204.0,23,4,31,3,,disney,7.99,No Risk
6234,872874909.0,16,0,2,1,,kingsarms,3.5,No Risk
148409,722358036.0,16,5,19,8,,sportsdirect,65.97,No Risk
156442,297823329.0,23,3,31,8,,netflix,15.99,No Risk
76452,421881811.0,23,6,30,4,,netflix,15.99,No Risk
128003,310375875.0,7,4,21,7,,selfridges,7.1,No Risk
100631,833899961.0,13,6,4,6,,tesco,20.49,No Risk
41470,506618547.0,23,1,28,2,,amazon,7.99,No Risk
88930,441274121.0,11,6,21,5,,fivesensesart,42.65,No Risk
1125,786141370.0,0,6,1,1,,netflix,15.99,No Risk
29520,416060965.0,17,0,6,2,,sportsdirect,5.99,No Risk
178117,874431242.0,23,5,30,9,,mojangstudios,5.99,No Risk
84641,441274121.0,19,2,10,5,,tesco,101.67,No Risk
156069,987656636.0,23,3,31,8,,xbox,7.0,No Risk
58841,130522384.0,23,4,31,3,,xbox,7.0,No Risk
204402,828750680.0,11,3,2,11,,revella,146.47,No Risk
152850,670102069.0,8,1,29,8,,sainsbury,2.21,No Risk
163407,738958551.0,8,3,7,9,,lloydspharmacy,35.82,No Risk
53353,399144202.0,6,3,23,3,,topshop,0.1,No Risk
197139,890830949.0,17,0,30,10,,topshop,45.99,No Risk
213537,752362502.0,15,5,18,11,,matalan,186.2,No Risk
154763,256002321.0,18,3,31,8,,topshop,8.68,No Risk
43921,524425303.0,23,1,28,2,,amazon,7.99,No Risk
181202,154246234.0,10,6,1,10,,sportsdirect,149.98,Low Risk
208676,197865285.0,18,3,9,11,,revella,112.0,No Risk
215849,554792076.0,4,3,23,11,,lloydspharmacy,68.35,Low Risk
39253,527842638.0,14,1,28,2,,blackwell's,16.98,No Risk
212244,214339619.0,9,3,16,11,,starbucks,5.65,No Risk
70058,324224854.0,17,2,19,4,,sportsdirect,6.0,No Risk
186149,572333122.0,12,0,9,10,,tesco,31.48,No Risk
200576,956717493.0,23,1,31,10,,grandunionbjj,100.0,No Risk
133229,340321732.0,9,0,31,7,,grandunionbjj,105.97,No Risk
207006,175452235.0,16,0,6,11,,fatface,213.5,No Risk
8196,753525749.0,12,4,6,1,,gamestation,49.99,No Risk
151267,940569402.0,4,5,26,8,,deliveroo,13.5,No Risk
167740,284905540.0,11,4,15,9,,topshop,238.0,No Risk
76443,534204159.0,23,6,30,4,,amazon,7.99,No Risk
77145,575652395.0,23,6,30,4,,puregym,18.99,No Risk
102652,858560423.0,4,4,9,6,,revella,44.57,No Risk
44874,466649401.0,20,2,1,3,,amazon,32.11,Low Risk
18876,493571342.0,10,5,28,1,,fatface,109.9,High Risk
44649,605711527.0,14,2,1,3,,fivesensesart,6.99,No Risk
86846,176922958.0,4,1,16,5,,etsy,5.82,No Risk
102248,549414742.0,4,3,8,6,,deliveroo,26.88,No Risk
193955,553734946.0,9,1,24,10,,revella,109.5,No Risk
120776,163470640.0,17,2,5,7,,fivesensesart,26.98,No Risk
97492,771125520.0,23,2,31,5,,puregym,18.99,No Risk
186385,287480331.0,20,0,9,10,,boots,42.87,No Risk
148918,647936800.0,16,6,20,8,,looselyfitted,144.16,High Risk
102692,730002588.0,6,4,9,6,,fatface,8.97,No Risk
41451,374994043.0,23,1,28,2,,blizzard,14.99,No Risk
196660,408057540.0,16,6,29,10,,topshop,188.3,No Risk
104152,570323670.0,9,0,12,6,,fivesensesart,5.99,No Risk
192780,788740658.0,7,6,22,10,,sainsbury,0.62,No Risk
205956,145387690.0,2,6,5,11,,boots,17.64,No Risk
210663,697140785.0,8,0,13,11,,tesco,138.6,No Risk
125122,683319988.0,18,4,14,7,,revella,26.27,No Risk
26032,461990622.0,23,1,31,1,,xbox,7.0,No Risk
82012,349614277.0,8,4,5,5,,tesco,59.39,No Risk
15404,426474982.0,14,4,20,1,,tesco,42.41,No Risk
137633,235310449.0,23,0,31,7,,netflix,15.99,No Risk
78153,494977194.0,23,6,30,4,,blizzard,14.99,No Risk
152909,853907490.0,9,1,29,8,,sportsdirect,101.39,No Risk
140719,670102069.0,17,4,4,8,,theworks,22.26,No Risk
121247,365608668.0,17,3,6,7,,fivesensesart,12.98,No Risk
66783,322221939.0,14,1,11,4,,revella,100.09,No Risk
106975,873693307.0,12,6,18,6,,reebok,25.05,No Risk
58609,683319988.0,23,4,31,3,,puregym,18.99,No Risk
72355,165691047.0,14,1,25,4,,fatface,67.48,No Risk
151572,851649498.0,12,5,26,8,,lloydspharmacy,30.86,No Risk
30580,885259672.0,7,3,9,2,,starbucks,5.7,No Risk
64760,370757362.0,16,3,6,4,,gamestation,129.97,No Risk
152891,722971557.0,8,1,29,8,,tesco,94.28,No Risk
13916,760704118.0,8,1,17,1,,tesco,99.15,No Risk
125205,887853850.0,4,5,15,7,,justeat,29.29,No Risk
118209,897592348.0,10,5,1,7,,blackwell's,35.95,No Risk
56582,901432314.0,7,4,31,3,,starbucks,5.8,No Risk
69996,849096144.0,13,2,19,4,,starbucks,6.5,No Risk
78069,500843551.0,23,6,30,4,,netflix,15.99,No Risk
44588,225210798.0,12,2,1,3,,topshop,171.47,No Risk
196937,550832673.0,8,0,30,10,,tesco,71.86,No Risk
148085,290818242.0,9,5,19,8,,revella,2.32,No Risk
24068,754141345.0,23,1,31,1,,amazon,7.99,No Risk
35944,350921975.0,19,1,21,2,,tesco,69.35,No Risk
79876,578131296.0,23,6,30,4,,xbox,7.0,No Risk
69336,859264768.0,18,0,17,4,,tesco,75.07,No Risk
193093,456221621.0,15,6,22,10,,topshop,170.5,No Risk
96074,769319491.0,23,2,31,5,,amazon,7.99,No Risk
108645,441274121.0,9,3,22,6,,starbucks,7.8,No Risk
5158,709935470.0,12,6,1,1,,theworks,9.99,No Risk
111029,187541224.0,17,1,27,6,,theworks,16.19,No Risk
215526,214339619.0,9,2,22,11,,starbucks,5.9,No Risk
195544,308505160.0,18,4,27,10,,topshop,35.0,No Risk
149865,948069469.0,19,1,22,8,,sainsburylocal,84.39,No Risk
53563,134847904.0,17,3,23,3,,sportsdirect,53.99,No Risk
102367,998405607.0,9,3,8,6,,tesco,160.15,No Risk
10523,399538448.0,13,1,10,1,,topshop,208.6,No Risk
228602,996042490.0,18,1,5,12,,selfridges,64.22,No Risk
194438,822250278.0,10,2,25,10,,fittedstitch,110.6,No Risk
67623,806358207.0,17,3,13,4,,fivesensesart,50.49,No Risk
28771,993663752.0,12,6,5,2,,tesco,41.02,No Risk
145695,141521177.0,8,0,14,8,,tesco,73.67,No Risk
102570,308505160.0,18,3,8,6,,topshop,74.89,No Risk
186722,407574996.0,14,1,10,10,,sportsdirect,230.89,Medium Risk
211979,456221621.0,18,2,15,11,,tesco,61.65,No Risk
25602,534583529.0,23,1,31,1,,amazon,7.99,No Risk
121468,409370545.0,8,4,7,7,,tesco,111.85,No Risk
137373,611143859.0,23,0,31,7,,squareonix,12.99,No Risk
78697,300095518.0,23,6,30,4,,blizzard,14.99,No Risk
208974,282837512.0,9,4,10,11,,jdsports,69.33,No Risk
717,642924505.0,0,6,1,1,,lbg,460.0,No Risk
53581,129018172.0,17,3,23,3,,selfridges,69.5,No Risk
198393,546296727.0,15,1,31,10,,sportsdirect,149.99,No Risk
203731,688712152.0,12,2,1,11,,revella,145.6,No Risk
219896,613729471.0,3,3,30,11,,sainsbury,2.15,No Risk
80197,987656636.0,10,0,1,5,,topshop,330.4,No Risk
203255,633345190.0,4,2,1,11,,justeat,30.94,No Risk
35722,191161970.0,9,1,21,2,,tesco,84.36,No Risk
32202,335698481.0,13,6,12,2,,theworks,5.99,No Risk
224867,197050303.0,23,3,30,11,,blizzard,14.99,No Risk
99357,322221939.0,13,4,2,6,,starbucks,5.7,No Risk
98193,421881811.0,23,2,31,5,,puregym,18.99,No Risk
61716,903468956.0,23,4,31,3,,netflix,15.99,No Risk
182184,766812921.0,12,0,2,10,,wool,76.93,Medium Risk
63813,108563213.0,8,1,4,4,,tesco,65.86,No Risk
130846,496395938.0,7,3,27,7,,amazon,16.98,No Risk
72537,604288474.0,6,2,26,4,,amazon,9.11,No Risk
169589,285220959.0,5,1,19,9,,etsy,3.3,No Risk
148027,520447032.0,7,5,19,8,,amazon,26.05,No Risk
70991,970298834.0,9,5,22,4,,theworks,7.0,No Risk
52106,215426302.0,12,6,19,3,,tesco,16.2,No Risk
157960,291128777.0,23,3,31,8,,puregym,18.99,No Risk
211988,516051449.0,19,2,15,11,,revella,116.9,No Risk
45820,999752672.0,9,5,4,3,,tesco,74.95,No Risk
187946,146909202.0,5,4,13,10,,fatface,0.3,No Risk
90253,535804582.0,18,2,24,5,,hobbylobby,12.98,No Risk
224248,134847904.0,23,3,30,11,,puregym,18.99,No Risk
60834,480198977.0,23,4,31,3,,mojangstudios,5.99,No Risk
71846,873701090.0,9,0,24,4,,gamestation,99.98,No Risk
6643,779816907.0,10,1,3,1,,wool,2.99,No Risk
137492,220183538.0,23,0,31,7,,netflix,15.99,No Risk
27982,361201224.0,9,5,4,2,,topshop,84.5,No Risk
161606,796709231.0,16,6,3,9,,revella,31.99,No Risk
171025,994214354.0,6,4,22,9,,deliveroo,37.9,No Risk
212878,720742759.0,16,4,17,11,656781737.0,,760.0,No Risk
198310,960208650.0,12,1,31,10,,reebok,206.18,Low Risk
209710,611143859.0,14,5,11,11,,tesco,294.78,No Risk
217718,450896297.0,14,6,26,11,,fivesensesart,31.69,No Risk
90316,858989281.0,3,3,25,5,,justeat,14.99,No Risk
28408,387957305.0,14,5,4,2,,topshop,55.99,No Risk
144993,836110591.0,1,6,13,8,,justeat,26.22,No Risk
163813,699139822.0,3,4,8,9,,cooplocal,0.88,No Risk
101533,647472692.0,11,1,6,6,,gamestation,50.18,No Risk
185097,854513972.0,13,5,7,10,,theworks,38.95,No Risk
89015,496674181.0,13,6,21,5,,cooplocal,127.36,No Risk
111061,322720763.0,17,1,27,6,,tesco,57.88,No Risk
74507,116598243.0,7,6,30,4,,fatface,7.89,No Risk
60190,165098840.0,23,4,31,3,,netflix,15.99,No Risk
173260,912584712.0,10,1,26,9,,selfridges,118.3,No Risk
169530,489964679.0,3,1,19,9,,cooplocal,34.27,Low Risk
167293,647472692.0,11,3,14,9,,fivesensesart,58.02,No Risk
195446,409370545.0,15,4,27,10,,topshop,131.6,No Risk
166454,522188082.0,17,1,12,9,,revella,202.3,Medium Risk
197830,588565416.0,1,1,31,10,,lloydspharmacy,2.6,No Risk
27985,478412511.0,9,5,4,2,,blackwell's,4.99,No Risk
223338,165691047.0,23,3,30,11,,disney,7.99,No Risk
32513,383833857.0,10,0,13,2,,fatface,103.97,No Risk
197254,163470640.0,19,0,30,10,,looselyfitted,16.88,No Risk
210153,982949451.0,11,6,12,11,,tesco,35.33,No Risk
200785,414454079.0,23,1,31,10,,amazon,7.99,No Risk
172096,199016328.0,8,6,24,9,,fatface,4.59,No Risk
94703,992204045.0,0,3,1,6,,lbg,508.0,No Risk
187382,187541224.0,2,3,12,10,,justeat,25.68,No Risk
191779,758160963.0,8,4,20,10,,tesco,65.84,No Risk
86732,704517789.0,17,0,15,5,,amazon,41.76,No Risk
227399,678851253.0,18,6,3,12,,looselyfitted,80.49,No Risk
68229,449871732.0,10,5,15,4,,sportsdirect,131.98,No Risk
118979,211493028.0,11,6,2,7,,matalan,71.98,No Risk
145261,684284526.0,11,6,13,8,,tesco,16.86,No Risk
197905,229205098.0,5,1,31,10,,amazon,23.16,No Risk
202270,197050303.0,23,1,31,10,,puregym,18.99,No Risk
137299,280990953.0,23,0,31,7,,xbox,7.0,No Risk
193965,519644021.0,9,1,24,10,,sportsdirect,20.07,No Risk
202341,978410962.0,23,1,31,10,,netflix,15.99,No Risk
218065,998390769.0,9,0,27,11,,tesco,181.66,No Risk
90544,409971170.0,16,3,25,5,,fatface,119.0,No Risk
146298,564744955.0,12,1,15,8,,revella,160.3,High Risk
172736,925037906.0,10,0,25,9,,topshop,103.12,No Risk
42409,744968736.0,23,1,28,2,,netflix,15.99,No Risk
37557,824916823.0,11,6,26,2,,hobbylobby,3.0,No Risk
170120,887853850.0,7,2,20,9,,revella,4.93,No Risk
33801,903663593.0,12,3,16,2,,theworks,12.98,No Risk
55012,996042490.0,18,0,27,3,,tesco,147.11,No Risk
75272,865748375.0,23,6,30,4,548907062.0,,690.0,No Risk
174748,601627384.0,12,4,29,9,,justeat,41.65,No Risk
108215,989506909.0,8,2,21,6,,tesco,56.65,No Risk
1561,535273662.0,0,6,1,1,,netflix,15.99,No Risk
58137,812692024.0,0,5,1,4,,halifax,489.0,No Risk
61918,500843551.0,23,4,31,3,,grandunionbjj,100.0,No Risk
182886,705848712.0,17,1,3,10,,deliveroo,14.99,No Risk
159683,160166876.0,9,4,1,9,,sportsdirect,34.99,No Risk
111878,691843653.0,19,3,29,6,,tesco,36.34,No Risk
129332,298007503.0,18,6,23,7,,topshop,43.39,No Risk
61186,496865819.0,23,4,31,3,,mojangstudios,5.99,No Risk
215922,601627384.0,6,3,23,11,,justeat,39.69,No Risk
106630,391559884.0,17,5,17,6,,tesco,214.48,No Risk
44809,373163757.0,17,2,1,3,,blackwell's,21.97,No Risk
202693,449871732.0,23,1,31,10,,xbox,7.0,No Risk
197039,924045955.0,11,0,30,10,,fivesensesart,17.02,No Risk
128571,287480331.0,10,5,22,7,,fivesensesart,1.52,No Risk
51809,475117511.0,17,5,18,3,,tesco,33.14,No Risk
139970,225210798.0,9,3,3,8,,cassart,49.99,No Risk
195112,129018172.0,20,3,26,10,,selfridges,6.88,No Risk
95022,414805878.0,23,2,31,5,,disney,7.99,No Risk
22842,909676212.0,23,1,31,1,,mojangstudios,5.99,No Risk
122355,933491926.0,20,5,8,7,,sainsbury,61.65,No Risk
209727,108563213.0,14,5,11,11,,topshop,151.87,No Risk
155854,807714284.0,23,3,31,8,,squareonix,12.99,No Risk
218004,829914501.0,8,0,27,11,,coffee#1,5.3,No Risk
203606,660561861.0,10,2,1,11,,sportsdirect,22.0,No Risk
67702,516051449.0,20,3,13,4,,tesco,92.48,No Risk
15175,482513594.0,21,3,19,1,,fatface,70.09,No Risk
205498,308897841.0,9,5,4,11,,tesco,25.19,No Risk
150198,587225252.0,16,2,23,8,,sportsdirect,6.08,No Risk
108054,331450202.0,18,1,20,6,,cooplocal,8.44,No Risk
218387,549414742.0,3,1,28,11,,justeat,26.14,No Risk
89980,630691258.0,2,2,24,5,,justeat,30.43,No Risk
50507,603375739.0,9,2,15,3,,theworks,16.97,No Risk
110670,234952520.0,18,0,26,6,,tesco,124.75,No Risk
149677,722358036.0,10,1,22,8,,matalan,202.99,No Risk
163622,146909202.0,16,3,7,9,,amazon,33.08,No Risk
39643,138969884.0,23,1,28,2,344843570.0,,640.0,No Risk
59244,224112146.0,23,4,31,3,,squareonix,12.99,No Risk
136133,366477356.0,23,0,31,7,,puregym,18.99,No Risk
82280,170637730.0,19,4,5,5,,tesco,52.05,No Risk
53757,254853117.0,10,4,24,3,,revella,179.2,No Risk
188462,151968462.0,6,5,14,10,,fatface,57.48,No Risk
194983,792845450.0,16,3,26,10,,blackwell's,11.98,No Risk
206240,386729293.0,11,6,5,11,,topshop,293.97,Low Risk
163173,874431242.0,17,2,6,9,,sportsdirect,10.14,No Risk
227870,930277104.0,13,0,4,12,,justeat,43.13,No Risk
210353,703478110.0,15,6,12,11,837876918.0,,2420.0,High Risk
13012,895331556.0,12,6,15,1,,topshop,164.5,No Risk
156577,586315521.0,23,3,31,8,,disney,7.99,No Risk
172115,647936800.0,9,6,24,9,,grandunionbjj,30.08,No Risk
28326,851181128.0,13,5,4,2,,sportsdirect,142.97,No Risk
99807,587202562.0,9,5,3,6,,sportsdirect,57.98,No Risk
12037,613427466.0,16,4,13,1,,sportsdirect,54.99,No Risk
199144,585596026.0,0,2,1,11,,lbg,938.0,No Risk
97040,282046994.0,23,2,31,5,,squareonix,12.99,No Risk
171832,829914501.0,14,5,23,9,,matalan,101.47,No Risk
81265,460463595.0,12,2,3,5,,deliveroo,41.24,No Risk
13913,648644594.0,8,1,17,1,,tesco,48.44,No Risk
180619,310740977.0,23,5,30,9,,netflix,15.99,No Risk
137154,224112146.0,23,0,31,7,,puregym,18.99,No Risk
111887,108481285.0,20,3,29,6,,justeat,22.4,No Risk
127466,237493332.0,20,2,19,7,,tesco,14.67,No Risk
190170,187541224.0,4,1,17,10,,deliveroo,36.42,No Risk
14807,402438092.0,8,3,19,1,,tesco,23.94,No Risk
168569,668329719.0,5,6,17,9,,sainsburylocal,32.53,Low Risk
63310,517190750.0,6,0,3,4,,justeat,34.49,Low Risk
26026,151916463.0,23,1,31,1,,blizzard,14.99,No Risk
127798,583579399.0,17,3,20,7,,tesco,135.38,No Risk
101766,391559884.0,19,1,6,6,,tesco,205.52,No Risk
1615,170637730.0,0,6,1,1,,disney,7.99,No Risk
106396,116598243.0,10,5,17,6,,sportsdirect,35.1,No Risk
209864,910730524.0,1,6,12,11,,amazon,19.02,No Risk
208665,824916823.0,17,3,9,11,,tesco,20.72,No Risk
40156,886837068.0,0,2,1,3,,halifax,802.0,No Risk
18096,448004226.0,11,3,26,1,,tesco,98.45,No Risk
73549,924045955.0,7,5,29,4,122884111.0,,2160.0,No Risk
41624,910730524.0,23,1,28,2,,netflix,15.99,No Risk
64823,709935470.0,18,3,6,4,,fatface,251.3,Low Risk
113612,455831435.0,23,4,30,6,442079728.0,,650.0,No Risk
202718,155867488.0,23,1,31,10,,puregym,18.99,No Risk
172172,127809299.0,10,6,24,9,,tesco,11.53,No Risk
96867,311467864.0,23,2,31,5,,netflix,15.99,No Risk
165866,598793068.0,15,0,11,9,,theworks,25.96,No Risk
210184,364396689.0,11,6,12,11,,tesco,109.51,No Risk
145790,134461671.0,10,0,14,8,,sportsdirect,30.02,No Risk
220316,761272540.0,11,3,30,11,,sportsdirect,79.97,No Risk
131090,890196840.0,18,3,27,7,,tesco,25.92,No Risk
48917,626989363.0,10,5,11,3,,topshop,124.5,No Risk
136788,194745206.0,23,0,31,7,,netflix,15.99,No Risk
168567,657139925.0,5,6,17,9,,justeat,24.64,No Risk
177545,409370545.0,23,5,30,9,,squareonix,12.99,No Risk
13385,609939116.0,9,0,16,1,,looselyfitted,195.3,No Risk
116010,406862520.0,23,4,30,6,,puregym,18.99,No Risk
79528,857754342.0,23,6,30,4,,puregym,18.99,No Risk
115835,489964679.0,23,4,30,6,,netflix,15.99,No Risk
69037,691843653.0,8,0,17,4,,tesco,6.75,No Risk
165941,117273481.0,17,0,11,9,,theworks,11.98,No Risk
27204,848118081.0,15,3,2,2,,fatface,99.5,No Risk
35148,461029994.0,16,6,19,2,,matalan,94.99,No Risk
26419,162162212.0,9,2,1,2,,tesco,174.54,No Risk
30643,122884111.0,9,3,9,2,,tesco,142.52,Medium Risk
621,308897841.0,0,6,1,1,,lbg,1219.0,No Risk
224870,197050303.0,23,3,30,11,,mojangstudios,5.99,No Risk
83707,331048953.0,15,0,8,5,,tesco,124.15,No Risk
152243,705848712.0,1,0,28,8,,deliveroo,7.24,No Risk
218223,395284483.0,17,0,27,11,,matalan,143.49,No Risk
16303,504055745.0,11,6,22,1,,grandunionbjj,60.0,No Risk
153314,500051919.0,9,2,30,8,,tesco,59.65,No Risk
34570,213112754.0,11,5,18,2,,sportsdirect,28.0,No Risk
40854,519933553.0,23,1,28,2,,mojangstudios,5.99,No Risk
201135,349107386.0,23,1,31,10,,netflix,15.99,No Risk
212571,572384506.0,3,4,17,11,,justeat,29.86,No Risk
225295,383833857.0,23,3,30,11,,blizzard,14.99,No Risk
85639,758160963.0,10,5,13,5,,blackwell's,5.99,No Risk
201338,119993184.0,23,1,31,10,,blizzard,14.99,No Risk
152418,618138606.0,9,0,28,8,,coffee#1,7.3,No Risk
190240,409971170.0,6,1,17,10,,matalan,5.68,No Risk
227548,683319988.0,6,0,4,12,,revella,13.82,No Risk
89155,950234174.0,1,0,22,5,,amazon,10.42,No Risk
101071,834383043.0,12,0,5,6,,reebok,94.98,No Risk
8598,448279144.0,9,5,7,1,,fivesensesart,85.97,No Risk
161283,668175891.0,10,6,3,9,,sportsdirect,44.98,No Risk
201246,494156986.0,23,1,31,10,,grandunionbjj,100.0,No Risk
179899,339791565.0,23,5,30,9,,netflix,15.99,No Risk
195497,999752672.0,17,4,27,10,,theworks,4.99,No Risk
50858,986774156.0,10,3,16,3,,fatface,214.17,No Risk
82069,678726554.0,9,4,5,5,,fatface,137.16,No Risk
172195,656812046.0,11,6,24,9,,topshop,93.8,No Risk
204459,187111705.0,13,3,2,11,,coffee#1,5.35,No Risk
19539,688712152.0,13,6,29,1,,revella,160.12,No Risk
113064,625281433.0,17,4,30,6,,tesco,126.3,No Risk
78328,101531259.0,23,6,30,4,,grandunionbjj,100.0,No Risk
212170,252760664.0,7,3,16,11,,amazon,4.36,No Risk
176243,538003940.0,15,5,30,9,,brilliantbrushes,5.99,No Risk
143161,116169597.0,9,2,9,8,,fatface,153.27,No Risk
112256,479456865.0,23,3,29,6,995901459.0,,1260.0,No Risk
128229,936813994.0,17,4,21,7,,revella,87.98,No Risk
62039,933491926.0,9,5,1,4,,sportsdirect,80.98,No Risk
73785,344522228.0,13,5,29,4,,tesco,16.18,No Risk
66637,108931112.0,9,1,11,4,,tesco,64.4,No Risk
182350,874431242.0,17,0,2,10,,sportsdirect,75.31,No Risk
78546,975200042.0,23,6,30,4,,xbox,7.0,No Risk
201444,145387690.0,23,1,31,10,,grandunionbjj,100.0,No Risk
139369,417850087.0,9,2,2,8,,starbucks,5.5,No Risk
172881,310375875.0,16,0,25,9,,sainsbury,59.9,No Risk
127529,815385232.0,5,3,20,7,,topshop,12.2,No Risk
187881,433917275.0,3,4,13,10,,boots,51.76,No Risk
102546,690523499.0,17,3,8,6,,brilliantbrushes,51.98,Medium Risk
155516,246753533.0,0,4,1,9,,halifax,676.0,No Risk
206674,131388684.0,5,0,6,11,,etsy,20.89,No Risk
225251,173317688.0,23,3,30,11,,blizzard,14.99,No Risk
68360,189335192.0,13,5,15,4,,tesco,109.05,No Risk
167946,492215823.0,19,4,15,9,,tesco,107.2,No Risk
34675,152488934.0,13,5,18,2,,fatface,137.48,No Risk
119782,984783496.0,17,0,3,7,,fivesensesart,32.23,No Risk
131838,585596026.0,11,5,29,7,,sportsdirect,64.98,No Risk
91774,143061865.0,13,6,28,5,,blackwell's,26.96,No Risk
168432,361201224.0,17,5,16,9,,topshop,354.9,No Risk
149160,550169791.0,9,0,21,8,,cooplocal,21.11,No Risk
212692,604288474.0,7,4,17,11,,cooplocal,5.0,No Risk
53450,541639148.0,11,3,23,3,,fivesensesart,7.05,No Risk
170921,679662108.0,1,4,22,9,,looselyfitted,9.31,No Risk
85415,950234174.0,20,4,12,5,,justeat,33.74,No Risk
95105,519933553.0,23,2,31,5,,xbox,7.0,No Risk
40572,237493332.0,23,1,28,2,,mojangstudios,5.99,No Risk
208702,296972867.0,18,3,9,11,,tesco,74.12,No Risk
123681,886921642.0,11,1,11,7,,fatface,178.47,No Risk
160332,873693307.0,4,5,2,9,,amazon,8.11,No Risk
103178,237493332.0,8,5,10,6,,fittedstitch,32.19,No Risk
207557,169689461.0,17,1,7,11,,fittedstitch,79.49,No Risk
34339,198630866.0,19,4,17,2,,tesco,75.69,No Risk
16502,783650950.0,13,6,22,1,,topshop,39.87,No Risk
5151,299871610.0,12,6,1,1,,tesco,71.56,No Risk
34726,152488934.0,16,5,18,2,,topshop,134.98,No Risk
111636,506618547.0,9,3,29,6,,starbucks,5.4,No Risk
55468,519644021.0,12,2,29,3,,deliveroo,35.45,No Risk
133337,444428189.0,10,0,31,7,,theworks,33.95,No Risk
38713,910730524.0,8,1,28,2,,tesco,104.4,No Risk
180858,587202562.0,23,5,30,9,,mojangstudios,5.99,No Risk
44671,116598243.0,15,2,1,3,,gamestation,29.99,No Risk
151883,854513972.0,9,6,27,8,,matalan,167.48,No Risk
67546,641376155.0,12,3,13,4,,justeat,13.98,No Risk
102016,706361191.0,10,2,7,6,,sportsdirect,75.0,No Risk
17735,661295096.0,11,2,25,1,,fivesensesart,28.48,No Risk
178190,929044080.0,23,5,30,9,,disney,7.99,No Risk
120230,865748375.0,16,1,4,7,,blackwell's,9.99,No Risk
104180,821971408.0,10,0,12,6,,theworks,24.96,No Risk
48752,933491926.0,21,4,10,3,,tesco,80.01,No Risk
41141,134847904.0,23,1,28,2,,puregym,18.99,No Risk
201031,799453072.0,23,1,31,10,,grandunionbjj,100.0,No Risk
89879,462962606.0,17,1,23,5,,sportsdirect,19.99,No Risk
11128,418717120.0,17,2,11,1,,topshop,126.0,No Risk
92145,792845450.0,13,0,29,5,,sportsdirect,19.99,No Risk
48218,593378953.0,12,3,9,3,,topshop,174.5,No Risk
54524,812692024.0,11,6,26,3,,brilliantbrushes,30.97,No Risk
142465,355602925.0,18,0,7,8,,amazon,9.94,No Risk
181616,497772347.0,14,6,1,10,,sportsdirect,101.99,No Risk
150035,480557476.0,8,2,23,8,,lloydspharmacy,44.7,No Risk
