Account No,total_transactions,total_payments,median_payment,mean_payment,business_interactions,user_interactions
892354433.0,12,24552.0,2046.0,2046.0,['Selfridges'],[]
893134725.0,11,25300.0,2300.0,2300.0,['Lavender Primary'],[]
895331556.0,10,16750.0,1675.0,1675.0,['Stitch By Stitch'],[]
895750759.0,13,10660.0,960.0,820.0,[],[240643705.0]
896821055.0,11,18832.0,1712.0,1712.0,['Happy Days Home'],[]
897592348.0,12,27600.0,2300.0,2300.0,['Sunny Care Nursery'],[]
897714622.0,11,41239.0,3749.0,3749.0,['Halifax'],[]
898104045.0,13,19521.199999999997,1620.1,1501.630769230769,['Starbucks'],[299652176.0]
899692478.0,12,20100.0,1675.0,1675.0,['A Yarn Story'],[]
899742927.0,24,34110.0,1421.25,1421.25,['Pets Corner'],[479366718.0]
901037631.0,11,20009.0,1819.0,1819.0,['Happy Days Home'],[]
901432314.0,12,22110.0,1842.5,1842.5,['Cass Art'],[]
902798190.0,11,7150.0,650.0,650.0,[],[184430449.0]
903468956.0,11,18513.0,1683.0,1683.0,['CeX'],[]
903663593.0,12,24999.600000000002,2083.3,2083.3,['Rose & Crown'],[]
903953091.0,11,18766.0,1706.0,1706.0,['Happy Days Home'],[]
904154012.0,13,8240.0,670.0,633.8461538461538,[],[340321732.0]
905860285.0,12,52500.0,4375.0,4375.0,['Premier Finance'],[]
909669130.0,17,12070.0,770.0,710.0,[],[358846516.0]
909676212.0,12,22800.0,1900.0,1900.0,['Fitted Stitch'],[]
910730524.0,12,20100.0,1675.0,1675.0,['Rose & Crown'],[]
912584712.0,11,16967.5,1542.5,1542.5,['Hobby Lobby'],[]
912705941.0,12,29664.0,2472.0,2472.0,['Sunny Care Nursery'],[]
913127700.0,11,21373.0,1943.0,1943.0,['Happy Days Home'],[]
913801979.0,14,23766.0,1698.0,1697.5714285714287,['North Face'],[108481285.0]
914806976.0,11,16967.5,1542.5,1542.5,['Hobbycraft'],[]
915666111.0,12,19441.199999999997,1620.1,1620.0999999999997,['Costa Coffee'],[]
916270283.0,12,14450.0,1300.0,1204.1666666666667,[],[719586818.0]
918772878.0,11,4620.0,420.0,420.0,[],[641764023.0]
919185264.0,11,27500.0,2500.0,2500.0,['Vision Express'],[]
920031185.0,6,5870.0,1090.0,978.3333333333334,[],[424397946.0]
920830317.0,12,38016.0,3168.0,3168.0,['Fitted Stitch'],[]
923322792.0,15,11520.0,960.0,768.0,[],[703588001.0]
924045955.0,13,24722.0,2021.0,1901.6923076923076,['Barbiee Boutique'],[122884111.0]
925037906.0,14,24076.0,1833.0,1719.7142857142858,['Selfridges'],[727417797.0]
925659248.0,12,19200.0,1600.0,1600.0,[],[324046160.0]
929044080.0,15,9220.0,740.0,614.6666666666666,[],[220183538.0]
930271460.0,12,27600.0,2300.0,2300.0,['Lavender Primary'],[]
930277104.0,11,52569.0,4779.0,4779.0,['Remedy plus care'],[]
933491926.0,11,22231.0,2021.0,2021.0,['Head'],[]
933745726.0,4,6320.0,1585.0,1580.0,[],[324224854.0]
936813994.0,14,10270.0,730.0,733.5714285714286,[],[264208990.0]
938992364.0,12,8040.0,670.0,670.0,[],[684988568.0]
939972497.0,15,26838.0,1819.0,1789.2,['Westport Care Home'],[653667523.0]
940569402.0,12,37500.0,3125.0,3125.0,['Premier Finance'],[]
941285623.0,15,17750.0,1150.0,1183.3333333333333,[],[243148289.0]
943329213.0,3,8400.0,3170.0,2800.0,[],[679662108.0]
943829984.0,12,20100.0,1675.0,1675.0,['Kings Arms'],[]
945054126.0,11,18425.0,1675.0,1675.0,['Gamestation'],[]
948069469.0,11,18766.0,1706.0,1706.0,['Happy Days Home'],[]
948558249.0,12,22110.0,1842.5,1842.5,['Pets Corner'],[]
949032480.0,12,27504.0,2292.0,2292.0,['Premier Finance'],[]
950234174.0,13,31140.0,2590.0,2395.3846153846152,[],[891716230.0]
951817450.0,12,32496.0,2708.0,2708.0,['Premier Finance'],[]
954263768.0,10,15450.0,1545.0,1545.0,['Vision Express'],[]
955035930.0,14,31261.0,2601.0,2232.9285714285716,['Lloyds Pharmacy'],[621652856.0]
956717493.0,11,27500.0,2500.0,2500.0,['Vision Express'],[]
957821152.0,12,21900.0,1825.0,1825.0,['Fat Face'],[]
960208650.0,23,36160.0,1950.0,1572.1739130434783,['Barbiee Boutique'],[535804582.0]
961077907.0,10,6990.0,585.0,699.0,[],[398429109.0]
962295212.0,9,8760.0,830.0,973.3333333333334,[],[914806976.0]
964702094.0,13,17957.5,1542.5,1381.3461538461538,['Hobbycraft'],[601627384.0]
965038148.0,14,7670.0,610.0,547.8571428571429,[],[642924505.0]
967989787.0,5,5120.0,1130.0,1024.0,[],[425108509.0]
969804197.0,3,1960.0,250.0,653.3333333333334,[],[345514953.0]
970298834.0,13,15350.0,1330.0,1180.7692307692307,[],[472995101.0]
971010829.0,12,24996.0,2083.0,2083.0,['Premier Finance'],[]
971129830.0,6,6680.0,1045.0,1113.3333333333333,[],[126929801.0]
973086490.0,12,38016.0,3168.0,3168.0,['Fat Face'],[]
973388795.0,11,12210.0,1110.0,1110.0,[],[336171116.0]
975345315.0,11,64163.0,5833.0,5833.0,['CPA'],[]
977899503.0,12,19308.0,1609.0,1609.0,['Selfridges'],[]
978951113.0,12,7680.0,640.0,640.0,[],[384183820.0]
979122276.0,12,8160.0,680.0,680.0,[],[699714981.0]
979135922.0,12,24620.0,2220.0,2051.6666666666665,[],[616924659.0]
979892433.0,11,18480.0,1680.0,1680.0,['Collector Cave'],[]
980500334.0,11,7370.0,670.0,670.0,[],[639420537.0]
982949451.0,11,18205.0,1655.0,1655.0,['Collector Cave'],[]
984783496.0,11,36663.0,3333.0,3333.0,['Boots'],[]
985188462.0,17,16430.0,830.0,966.4705882352941,[],[593378953.0]
986267641.0,11,37680.0,3750.0,3425.4545454545455,['Boots'],[423208402.0]
986774156.0,16,25790.0,1675.0,1611.875,['Tesco'],[187541224.0]
987163717.0,11,25212.0,2292.0,2292.0,['CPA'],[]
987229118.0,12,21900.0,1825.0,1825.0,['Fitted Stitch'],[]
987656636.0,11,29370.0,2670.0,2670.0,[],[450896297.0]
990461108.0,13,45939.0,4119.0,3533.769230769231,['Lloyds Pharmacy'],[673025413.0]
990894155.0,11,18634.0,1694.0,1694.0,['Happy Days Home'],[]
992204045.0,11,50413.0,4583.0,4583.0,['LBG'],[]
993238248.0,13,6200.0,540.0,476.9230769230769,[],[448279144.0]
993663752.0,12,7460.0,670.0,621.6666666666666,[],[672994751.0]
994214354.0,12,35988.0,2999.0,2999.0,['Fitted Stitch'],[]
994947671.0,11,19668.0,1788.0,1788.0,['Grand Union BJJ'],[]
995615876.0,11,19063.0,1733.0,1733.0,['Matalan'],[]
996042490.0,11,41250.0,3750.0,3750.0,['Lloyds Pharmacy'],[]
998390769.0,12,19500.0,1625.0,1625.0,['Kings Arms'],[]
998405607.0,13,6900.0,450.0,530.7692307692307,[],[388862238.0]
999752672.0,11,29788.0,2708.0,2708.0,['CPA'],[]
